ResponseID	ResponseSet	Name	ExternalDataReference	EmailAddress	Status	StartDate	EndDate	Finished	Q_TotalDuration	inst_soundtest	soundtest	soundtest_T_1	soundtest_T_2	soundtest_T_3	soundtest_T_4	consent	noconsent	inst1	inst2	inst_T_1	inst_T_2	inst_T_3	inst_T_4	d_cough1a	d_cough1b	d_cough1c	d_cough2a	d_cough2b	d_cough2c	d_cough3a	d_cough3b	d_cough3c	d_cough5a	d_cough5b	d_cough5c	d_cough8a	d_cough8b	d_cough8c	d_sneeze1a	d_sneeze1b	d_sneeze1c	d_sneeze4a	d_sneeze4b	d_sneeze4c	d_sneeze5a	d_sneeze5b	d_sneeze5c	d_sneeze6a	d_sneeze6b	d_sneeze6c	d_sneeze7a	d_sneeze7b	d_sneeze7c	n_cough1a	n_cough1b	n_cough1c	n_cough2a	n_cough2b	n_cough2c	n_cough4a	n_cough4b	n_cough4c	n_cough5a	n_cough5b	n_cough5c	n_cough6a	n_cough6b	n_cough6c	n_sneeze1a	n_sneeze1b	n_sneeze1c	n_sneeze2a	n_sneeze2b	n_sneeze2c	n_sneeze5a	n_sneeze5b	n_sneeze5c	n_sneeze8a	n_sneeze8b	n_sneeze8c	n_sneeze10a	n_sneeze10b	n_sneeze10c	infant_d_cough1a	infant_d_cough1b	infant_d_cough1c	infant_d_cough2a	infant_d_cough2b	infant_d_cough2c	infant_n_cough1a	infant_n_cough1b	infant_n_cough1c	infant_n_cough2a	infant_n_cough2b	infant_n_cough2c	inst_PVD	PVD1	PVD2	PVD3	PVD4	PVD5	PVD6	PVD7	PVD8	PVD9	PVD10	PVD11	PVD12	PVD13	PVD14	PVD15	LHT_1	LHT_2	LHT_3	LHT_4	LHT_5	LHT_6	LHT_7	LHT_8	cSES_1	cSES_2	cSES_3	hearprob	recentill	training	training_TEXT	audioissue1	audioissue2	debrief	DO-BR-FL_7	DO-BR-FL_78	DO-Q-race	X145	PVD5r	PVD12r	PVD14r	PVD3r	PVD11r	PVD13r	pvd_pinfect	pvd_germ	pvd_pinfect_c	pvd_germ_c	rchild_uncertain	rchild_uncertain_c	rchild_ses	rchild_ses_c	soundtest_char	consent_char	inst2_char	hearprob_char	recentill_char	training_char	audioissue1_char	hear_percent	hear_gt50percent	issues
R_RCU3C0RtsTYBLdT	Default Response Set	Anonymous	NA	NA	0	2017-01-26T23:03:19Z	2017-01-26T23:10:01Z	1	402	1	1	22.572	22.572	29.792	1	1	NA	1	2	2.904	14.497	14.925	4	0	5	7	0	7	4	0	2	6	0	3	6	1	6	5	0	7	8	1	4	6	0	5	7	1	7	8	1	7	7	0	7	6	0	7	5	1	4	6	0	9	8	0	8	6	1	6	6	0	3	7	1	4	6	1	6	6	1	4	5	0	9	5	0	9	2	0	6	3	0	7	2	1	1	1	7	2	6	1	1	1	1	1	7	6	7	5	1	2	7	7	6	7	1	4	7	4	1	1	1	6	1	NA	2	NA	1	n_sneeze2|d_cough1|n_sneeze5|d_cough5|d_sneeze7|n_sneeze1|d_sneeze4|d_cough8|d_sneeze1|d_sneeze5|n_sneeze10|d_sneeze6|n_cough5|d_cough2|n_cough4|n_cough2|n_sneeze8|d_cough3|n_cough1|n_cough6	infant_d_cough2|infant_n_cough2|infant_n_cough1|infant_d_cough1	7|1|2|3|4|5|6|8	NA	2	2	3	1	1	1	1.5714285714285714	1.125	-1.874725274725275	-3.369230769230769	5.125	2.308653846153846	2	-2.292307692307692	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_Qivq3wBEbihcb85	Default Response Set	Anonymous	NA	NA	0	2017-01-26T23:02:19Z	2017-01-26T23:10:51Z	1	511	1	1	13.656	13.656	15.025	1	1	NA	1	2	18.471	19.951	21.53	2	0	5	9	1	5	5	1	5	5	1	5	9	1	5	5	1	5	5	1	5	5	1	5	5	1	5	5	1	5	5	1	5	5	0	5	9	0	5	5	0	5	5	0	5	5	1	5	5	1	5	5	1	5	5	1	5	5	1	5	5	1	9	9	1	9	9	1	9	9	1	9	9	1	1	1	1	1	7	1	1	1	1	1	7	7	7	7	1	3	3	3	1	5	1	1	1	7	1	7	1	6	1	NA	2	NA	1	d_sneeze1|d_sneeze6|d_cough3|n_cough5|d_cough8|n_cough1|d_cough2|d_sneeze7|d_sneeze5|n_sneeze1|n_sneeze8|n_sneeze2|d_sneeze4|n_cough4|n_cough6|n_sneeze10|n_sneeze5|n_cough2|d_cough1|d_cough5	infant_n_cough2|infant_d_cough1|infant_d_cough2|infant_n_cough1	7|1|2|3|4|5|6|8	NA	1	1	1	7	1	1	1	1.75	-2.4461538461538463	-2.744230769230769	2.25	-0.5663461538461538	5	0.7076923076923078	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_1Ha08YLMtwrKZ3z	Default Response Set	Anonymous	NA	NA	0	2017-01-26T23:00:39Z	2017-01-26T23:11:41Z	1	662	1	1	12.306	42.677	43.543	42	1	NA	1	2	14.182	14.182	15.069	1	1	6	9	0	7	8	0	7	9	0	6	9	0	7	8	1	8	9	1	8	9	1	6	9	1	8	9	1	7	9	0	7	9	1	6	9	0	7	8	0	8	9	0	7	8	1	8	9	1	8	9	1	8	9	1	8	9	1	7	9	1	5	8	0	7	9	0	8	9	0	7	9	1	4	2	6	5	6	1	3	1	5	2	5	5	5	4	2	5	6	6	5	3	1	5	6	4	3	5	1	4	1	NA	2	NA	1	n_sneeze10|d_cough8|n_sneeze1|n_cough2|d_cough2|n_sneeze2|n_sneeze8|d_cough3|d_sneeze5|n_cough1|d_sneeze1|d_sneeze4|n_cough6|n_sneeze5|d_sneeze6|n_cough4|d_cough5|n_cough5|d_sneeze7|d_cough1	infant_n_cough2|infant_n_cough1|infant_d_cough1|infant_d_cough2	7|1|2|3|4|5|6|8	NA	2	3	4	2	3	3	2.142857142857143	3.375	-1.3032967032967036	-1.1192307692307688	4.625	1.8086538461538462	4	-0.29230769230769216	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A couple of weeks ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_e5wiNJeBhdvjkY1	Default Response Set	Anonymous	NA	NA	0	2017-01-26T23:03:35Z	2017-01-26T23:11:59Z	1	503	1	1	19.35	19.35	20.722	1	1	NA	1	2	13.034	13.034	14.643	1	1	9	9	0	5	7	1	9	9	0	6	7	1	7	7	1	9	9	1	7	9	1	9	9	1	8	9	1	9	9	0	4	9	0	7	9	0	7	9	0	9	9	0	6	7	1	6	9	1	9	9	1	9	9	1	9	9	1	5	7	0	9	9	0	9	3	0	9	4	0	9	9	1	7	5	1	7	5	1	1	3	5	2	5	5	4	5	2	3	5	3	4	2	1	7	1	1	1	3	1	6	1	NA	2	NA	1	d_sneeze1|n_sneeze1|n_cough4|n_sneeze5|d_cough5|d_cough2|d_sneeze7|n_cough5|n_sneeze2|d_cough8|n_sneeze8|n_cough2|d_sneeze5|n_sneeze10|d_cough1|n_cough6|n_cough1|d_sneeze4|d_cough3|d_sneeze6	infant_n_cough2|infant_d_cough2|infant_n_cough1|infant_d_cough1	7|1|2|3|4|5|6|8	NA	3	3	3	7	3	4	2.857142857142857	4.5	-0.5890109890109891	0.005769230769231193	3.25	0.43365384615384617	1.6666666666666667	-2.625641025641025	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_21FLtciqTbpEhrA	Default Response Set	Anonymous	NA	NA	0	2017-01-26T19:14:37Z	2017-01-26T19:15:10Z	0	32	1	1	2.31	2.31	6.064	1	1	NA	1	2	2.765	8.981	9.335	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d_cough3|d_cough1|d_sneeze4|d_sneeze5|n_cough1|d_sneeze7|d_sneeze1|d_cough8|n_cough5|d_cough5|n_sneeze2|d_sneeze6|n_sneeze8|n_cough4|n_sneeze1|n_cough2|d_cough2|n_sneeze5|n_cough6|n_sneeze10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	NA	NA	NA	NA	NA	NA	NA
R_1MQzJFdZu0xDScH	Default Response Set	Anonymous	NA	NA	0	2017-01-26T19:14:05Z	2017-01-26T19:16:26Z	0	140	1	1	51.733	97.017	98.715	35	1	NA	1	2	10.787	10.787	12.036	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	n_cough2|n_cough6|d_cough1|n_sneeze2|n_sneeze10|d_cough5|n_cough1|d_sneeze1|n_cough4|d_cough3|n_sneeze8|n_sneeze5|d_sneeze6|d_sneeze7|d_sneeze5|d_sneeze4|d_cough2|n_sneeze1|n_cough5|d_cough8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	NA	NA	NA	NA	NA	NA	NA
R_3nCLIdnrbVNRqYh	Default Response Set	Anonymous	NA	NA	0	2017-01-26T23:01:26Z	2017-01-26T23:17:38Z	1	971	1	1	43.681	43.681	46.787	1	1	NA	1	2	13.063	13.063	15.537	1	0	7	8	0	9	9	1	8	9	0	8	7	0	9	7	1	6	7	1	7	8	1	9	9	0	6	8	0	6	8	1	8	8	0	8	9	0	8	7	0	9	9	1	4	4	1	7	8	0	9	9	0	6	8	0	7	8	1	7	8	0	9	9	0	8	8	1	4	7	1	4	7	1	7	5	1	5	2	4	4	3	6	4	3	3	7	3	3	7	7	5	6	6	1	1	5	3	2	4	1	7	1	NA	2	NA	1	n_cough6|n_cough4|d_sneeze5|n_cough2|n_sneeze10|n_cough1|d_sneeze1|d_cough1|n_sneeze1|d_sneeze7|n_sneeze8|n_sneeze2|n_cough5|d_cough2|d_sneeze4|d_cough3|d_cough5|d_sneeze6|n_sneeze5|d_cough8	infant_d_cough1|infant_n_cough1|infant_n_cough2|infant_d_cough2	7|1|2|3|4|5|6|8	NA	6	5	5	7	5	1	4.571428571428571	4.75	1.1252747252747248	0.2557692307692312	4.75	1.9336538461538462	3	-1.2923076923076922	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_UzkJSmrBLB9Np17	Default Response Set	Anonymous	NA	NA	0	2017-01-26T23:01:29Z	2017-01-26T23:18:47Z	1	1037	1	1	46.804	46.804	54.058	1	1	NA	1	2	25.162	25.162	30.387	1	0	4	9	0	7	9	1	6	9	1	6	9	1	9	9	0	5	9	1	8	9	0	6	9	1	5	9	1	6	9	1	8	9	0	8	9	1	8	9	0	9	9	0	8	9	1	7	9	0	4	9	1	9	9	1	8	9	1	6	9	0	7	9	0	9	9	0	8	9	0	7	9	1	6	3	5	7	5	3	6	2	7	2	7	3	4	6	2	5	5	6	3	5	1	1	2	5	2	3	1	7	1	NA	2	NA	1	n_sneeze1|n_cough5|n_sneeze8|d_cough8|n_cough4|n_cough1|n_sneeze5|d_sneeze4|d_sneeze5|d_cough2|d_sneeze7|d_cough5|n_sneeze10|d_sneeze1|d_cough1|d_cough3|n_sneeze2|n_cough2|n_cough6|d_sneeze6	infant_d_cough2|infant_n_cough1|infant_n_cough2|infant_d_cough1	7|1|2|3|4|5|6|8	NA	3	5	2	3	1	4	2.857142857142857	4.5	-0.5890109890109891	0.005769230769231193	3.5	0.6836538461538462	3.3333333333333335	-0.9589743589743587	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_Qj1QlJe9yrAjewh	Default Response Set	Anonymous	NA	NA	0	2017-01-26T23:14:23Z	2017-01-26T23:28:00Z	1	817	1	1	399.956	399.956	402.453	1	1	NA	1	2	10.117	10.117	14.978	1	0	9	9	0	7	9	0	7	9	0	7	9	1	5	9	1	6	9	1	8	9	1	6	9	1	7	9	1	9	9	1	5	9	0	9	9	0	9	9	0	9	9	0	9	9	1	8	9	1	7	9	1	9	9	1	9	9	0	5	9	0	9	4	0	9	9	0	9	5	0	9	6	1	7	1	1	7	5	1	5	1	1	1	1	5	1	6	1	1	1	1	1	1	1	1	1	7	5	5	1	7	1	NA	2	NA	1	d_cough8|n_cough6|d_sneeze1|n_cough1|d_sneeze5|n_cough2|n_sneeze10|d_sneeze6|d_cough2|d_sneeze4|n_cough5|n_cough4|n_sneeze8|d_cough3|d_cough5|d_cough1|n_sneeze1|n_sneeze2|d_sneeze7|n_sneeze5	infant_n_cough1|infant_n_cough2|infant_d_cough2|infant_d_cough1	7|1|2|3|4|5|6|8	NA	3	3	2	7	7	7	1.7142857142857142	5.25	-1.7318681318681322	0.7557692307692312	1	-1.8163461538461538	5.666666666666667	1.3743589743589748	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_prxRj53ZBFOtlWp	Default Response Set	Anonymous	NA	NA	0	2017-01-26T23:32:51Z	2017-01-26T23:39:49Z	1	418	1	1	8.938	8.938	10.427	1	1	NA	1	2	9.914	9.914	10.863	1	1	7	9	0	6	4	0	8	9	1	7	6	1	7	8	1	7	8	1	7	9	0	7	6	1	5	7	0	8	7	1	6	7	0	7	8	0	7	9	0	8	7	0	9	5	0	5	7	0	9	9	0	4	7	1	8	9	0	6	7	0	8	7	0	6	6	0	8	7	0	4	5	1	6	4	6	3	2	6	2	6	7	6	4	2	2	2	4	6	6	6	7	5	2	5	4	2	2	2	1	6	1	NA	2	NA	1	d_cough1|n_sneeze8|d_cough3|n_cough4|d_sneeze6|d_sneeze4|d_sneeze1|d_cough5|n_sneeze5|n_cough2|n_sneeze10|d_cough2|n_sneeze2|n_cough5|d_sneeze7|d_cough8|n_sneeze1|n_cough6|n_cough1|d_sneeze5	infant_d_cough1|infant_n_cough2|infant_n_cough1|infant_d_cough2	7|1|2|3|4|5|6|8	NA	6	6	6	2	4	6	5.714285714285714	4.25	2.268131868131868	-0.2442307692307688	5.125	2.308653846153846	2	-2.292307692307692	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_2yg4bnsbF98squh	Default Response Set	Anonymous	NA	NA	0	2017-01-26T23:49:37Z	2017-01-26T23:49:45Z	1	7	1	2	1.825	6.917	7.383	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	No, I can't hear the sound easily (e.g., the sound is extremely quiet or you don't hear any sound at all).	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_2fuQh5tgXR208wv	Default Response Set	Anonymous	NA	NA	0	2017-01-26T23:48:51Z	2017-01-26T23:55:01Z	1	369	1	1	4.332	8.575	9.844	2	1	NA	1	2	6.439	7.675	7.926	3	1	5	9	0	4	7	0	6	9	0	6	9	1	5	9	0	5	9	1	5	9	0	6	9	1	9	9	1	4	9	1	5	8	0	8	9	0	9	9	0	9	9	0	7	9	1	5	9	0	7	9	1	7	9	1	8	9	0	5	9	0	8	7	0	9	5	0	1	5	0	7	7	1	7	1	4	7	7	1	1	1	6	1	7	7	3	6	1	5	5	5	3	3	2	2	3	6	5	5	1	7	1	NA	2	NA	1	d_sneeze7|d_cough5|n_cough6|d_sneeze1|d_cough8|n_sneeze8|d_sneeze6|d_cough1|d_sneeze5|d_cough3|n_sneeze10|d_cough2|n_cough1|n_sneeze5|n_cough2|n_sneeze2|n_sneeze1|n_cough5|d_sneeze4|n_cough4	infant_n_cough1|infant_d_cough2|infant_n_cough2|infant_d_cough1	7|1|2|3|4|5|6|8	NA	1	1	2	4	1	5	1.1428571428571428	4	-2.3032967032967036	-0.4942307692307688	3.5	0.6836538461538462	5.333333333333333	1.0410256410256409	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_zYUZtuILqKZlOcV	Default Response Set	Anonymous	NA	NA	0	2017-01-26T23:48:54Z	2017-01-26T23:56:56Z	1	482	1	1	14.927	14.927	15.811	1	1	NA	1	2	12.5	12.5	13.485	1	1	8	9	0	8	9	1	9	9	1	9	9	1	8	9	0	7	9	1	8	9	1	9	9	0	7	9	1	9	9	1	9	9	0	9	9	0	7	9	0	9	9	1	7	9	0	9	9	0	9	9	1	8	9	1	8	9	1	8	9	0	9	9	0	9	9	0	9	9	0	9	9	1	7	2	5	7	2	4	7	2	1	1	3	2	7	3	7	1	1	1	1	1	1	1	1	7	5	4	1	7	1	NA	2	NA	1	n_cough4|d_sneeze1|d_sneeze7|d_cough8|n_sneeze8|d_sneeze6|d_sneeze4|n_cough2|n_sneeze10|n_sneeze2|d_cough2|d_cough5|n_sneeze1|d_cough3|d_sneeze5|d_cough1|n_cough6|n_sneeze5|n_cough1|n_cough5	infant_n_cough1|infant_d_cough2|infant_n_cough2|infant_d_cough1	7|1|2|3|4|5|6|8	NA	6	6	5	3	5	1	3.7142857142857144	4.75	0.26813186813186807	0.2557692307692312	1	-1.8163461538461538	5.333333333333333	1.0410256410256409	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_dpf9bCERda1zV85	Default Response Set	Anonymous	NA	NA	0	2017-01-26T23:49:28Z	2017-01-26T23:58:03Z	1	515	1	1	10.15	10.15	14.603	1	1	NA	1	2	15.929	15.929	17.668	1	0	6	9	0	6	9	1	7	9	0	6	9	1	6	9	0	6	9	1	6	9	1	6	9	0	6	9	1	7	9	0	7	9	0	6	9	0	6	9	0	6	9	0	6	9	1	7	9	1	6	9	1	7	9	1	6	9	1	6	9	1	9	9	0	7	9	0	6	9	0	6	9	1	7	4	1	7	4	4	6	2	7	2	4	4	4	6	4	2	2	2	2	2	2	1	2	4	2	1	1	6	1	NA	2	NA	1	n_sneeze1|d_cough2|d_cough3|d_sneeze6|d_cough8|d_cough5|d_cough1|n_cough6|n_cough2|n_cough4|n_cough5|n_sneeze5|d_sneeze5|d_sneeze7|n_cough1|d_sneeze4|n_sneeze2|n_sneeze8|n_sneeze10|d_sneeze1	infant_d_cough1|infant_n_cough1|infant_n_cough2|infant_d_cough2	7|1|2|3|4|5|6|8	NA	4	4	2	7	4	4	3.142857142857143	5.75	-0.30329670329670355	1.2557692307692312	1.875	-0.9413461538461538	2.3333333333333335	-1.9589743589743587	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_T0LPAHvfA78KCxb	Default Response Set	Anonymous	NA	NA	0	2017-01-26T23:49:03Z	2017-01-27T00:00:58Z	1	715	1	1	5.282	49.476	57.462	8	1	NA	1	2	17.552	17.552	18.74	1	0	3	6	0	7	4	0	6	7	1	5	9	1	5	4	1	7	8	1	5	8	1	5	7	1	6	9	1	4	7	1	5	7	0	6	7	0	5	8	1	5	6	1	3	6	0	5	7	1	5	7	0	5	8	1	6	7	1	4	7	0	8	8	0	9	8	0	4	5	0	4	6	1	6	6	6	5	2	6	4	6	2	5	5	2	4	2	3	2	2	4	2	2	2	2	3	5	4	4	1	6	1	NA	2	NA	1	n_sneeze10|n_cough5|d_sneeze1|d_sneeze4|d_sneeze7|d_cough3|n_cough1|n_sneeze1|d_cough5|n_cough2|n_cough4|d_sneeze5|n_cough6|d_cough1|n_sneeze2|n_sneeze8|d_cough8|n_sneeze5|d_cough2|d_sneeze6	infant_d_cough1|infant_d_cough2|infant_n_cough2|infant_n_cough1	7|1|2|3|4|5|6|8	NA	6	6	6	2	3	4	5.857142857142857	3.625	2.4109890109890104	-0.8692307692307688	2.375	-0.44134615384615383	4.333333333333333	0.04102564102564088	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_sjriDlbkLva3W8h	Default Response Set	Anonymous	NA	NA	0	2017-01-26T23:52:02Z	2017-01-27T00:09:08Z	1	1025	1	1	43.18	43.18	45.745	1	1	NA	1	2	50.863	51.626	52.795	2	1	8	9	0	8	9	1	8	9	0	8	9	0	8	8	1	7	9	1	7	8	1	7	9	0	7	9	1	7	9	1	7	8	0	8	9	0	8	9	0	9	9	0	7	8	1	7	8	1	8	9	1	8	9	0	9	9	1	8	9	1	6	8	0	8	8	0	8	8	0	8	8	1	7	3	5	6	5	2	4	3	6	5	6	5	3	6	5	2	1	3	2	2	3	2	1	6	5	6	1	5	1	NA	2	NA	1	d_sneeze6|n_sneeze2|d_cough5|n_cough4|n_sneeze8|n_cough6|d_sneeze4|n_sneeze1|n_cough2|n_sneeze10|d_sneeze1|d_cough8|d_sneeze7|n_cough5|d_cough1|d_cough3|d_cough2|d_sneeze5|n_cough1|n_sneeze5	infant_n_cough2|infant_d_cough2|infant_d_cough1|infant_n_cough1	7|1|2|3|4|5|6|8	NA	3	3	2	3	2	5	3	4.75	-0.44615384615384635	0.2557692307692312	2	-0.8163461538461538	5.666666666666667	1.3743589743589748	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A month ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_1DwkNBOI2gPZxHC	Default Response Set	Anonymous	NA	NA	0	2017-01-27T00:08:47Z	2017-01-27T00:15:07Z	1	379	1	1	21.057	21.057	22.192	1	1	NA	1	2	75.371	77.875	78.652	5	0	6	6	1	6	7	0	6	8	0	7	5	0	5	7	1	7	9	1	5	4	0	6	7	1	5	5	1	6	8	0	7	9	0	6	8	0	5	5	0	6	7	0	7	8	1	6	6	0	5	7	1	6	4	1	5	4	0	5	6	1	6	5	0	6	5	0	6	4	1	5	5	1	4	5	4	5	4	6	4	5	4	6	5	4	6	5	5	4	4	3	6	2	3	4	4	5	6	5	1	5	1	NA	2	NA	1	d_cough1|n_sneeze10|d_sneeze5|n_cough5|n_cough4|n_sneeze5|d_cough2|n_cough2|n_sneeze1|n_cough1|n_sneeze8|d_cough3|d_cough8|d_sneeze1|n_cough6|d_sneeze7|d_sneeze6|n_sneeze2|d_sneeze4|d_cough5	infant_n_cough2|infant_d_cough2|infant_n_cough1|infant_d_cough1	7|1|2|3|4|5|6|8	NA	4	4	3	4	3	2	4.714285714285714	3.875	1.268131868131868	-0.6192307692307688	3.75	0.9336538461538462	5.333333333333333	1.0410256410256409	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A month ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_1X3acRaQoaAQ1J7	Default Response Set	Anonymous	NA	NA	0	2017-01-27T00:09:33Z	2017-01-27T00:17:20Z	1	466	1	1	21.463	21.463	22.42	1	1	NA	1	2	12.73	12.73	13.386	1	1	6	9	0	6	9	0	6	9	1	7	9	0	5	9	1	9	9	1	6	9	1	7	9	1	9	9	1	8	9	1	7	9	0	6	9	0	7	9	0	8	9	0	7	9	1	7	9	0	4	9	1	9	9	1	8	9	0	3	9	0	8	9	0	7	9	0	8	9	0	7	9	1	7	3	1	5	5	1	7	3	4	3	1	5	2	5	4	2	1	2	1	1	1	1	1	6	5	5	1	7	1	NA	2	NA	1	n_cough1|d_sneeze1|n_sneeze2|d_sneeze5|d_sneeze7|n_sneeze10|d_cough3|n_sneeze5|d_cough5|d_cough2|d_cough8|d_cough1|n_cough5|n_sneeze1|n_cough6|n_sneeze8|d_sneeze4|n_cough4|d_sneeze6|n_cough2	infant_n_cough1|infant_d_cough2|infant_d_cough1|infant_n_cough2	7|1|2|3|4|5|6|8	NA	3	3	3	7	7	6	2.7142857142857144	5.875	-0.7318681318681319	1.3807692307692312	1.25	-1.5663461538461538	5.333333333333333	1.0410256410256409	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_2RVcrYJgeD07CIH	Default Response Set	Anonymous	NA	NA	0	2017-01-27T00:40:00Z	2017-01-27T00:40:59Z	1	58	1	2	26.827	55.629	56.877	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	No, I can't hear the sound easily (e.g., the sound is extremely quiet or you don't hear any sound at all).	NA	NA	NA	NA	NA	NA	NA	NA	NA
